1970-01-01 00:00:00.000000|||||||||||||||||
1970-01-01 00:00:00.008000|||||||||||||||||
1970-01-01 00:00:00.016059|||||||||||||||||
1970-01-01 00:00:00.023059|||||||||||||||||
1970-01-01 00:00:00.204602|193.167.0.100|193.167.100.100|1288|41636|443|0x00000001|0||ae7b1014131ab17ce41b46a72a7f870d47e5bd5b|0,6|||||1|server4|63
1970-01-01 00:00:00.243298|193.167.100.100|193.167.0.100|1224|443|41636|0x00000001|0|a5c1577ae7c7377b13116c11||6,0|||||2||63
1970-01-01 00:00:00.243478|193.167.100.100|193.167.0.100|203|443|41636|0x00000001|2|a5c1577ae7c7377b13116c11||6|||||8||63
1970-01-01 00:00:00.243890|193.167.0.100|193.167.100.100|1288|41636|443|0x00000001|0||a5c1577ae7c7377b13116c11|2,0|0||0||||63
1970-01-01 00:00:00.243915|193.167.100.100|193.167.0.100|524|443|41636|0x00000001|2|a5c1577ae7c7377b13116c11||6|||||11||63
1970-01-01 00:00:00.244039|193.167.100.100|193.167.0.100|133|443|41636|0x00000001|2|a5c1577ae7c7377b13116c11||6|||||15||63
1970-01-01 00:00:00.244128|193.167.100.100|193.167.0.100|89|443|41636|0x00000001|2|a5c1577ae7c7377b13116c11||6|||||20||63
1970-01-01 00:00:00.244190|193.167.100.100|193.167.0.100|56|443|41636|0x00000001|0|a5c1577ae7c7377b13116c11||2|152||0||||63
1970-01-01 00:00:00.244938|193.167.0.100|193.167.100.100|52|41636|443|0x00000001|2||a5c1577ae7c7377b13116c11|2|0||0||||63
1970-01-01 00:00:00.244998|193.167.0.100|193.167.100.100|52|41636|443|0x00000001|2||a5c1577ae7c7377b13116c11|2|0||1||||63
1970-01-01 00:00:00.245057|193.167.0.100|193.167.100.100|52|41636|443|0x00000001|2||a5c1577ae7c7377b13116c11|2|0||2||||63
1970-01-01 00:00:00.245116|193.167.0.100|193.167.100.100|91|41636|443|0x00000001|2||a5c1577ae7c7377b13116c11|2,6|0||3||20||63
1970-01-01 00:00:00.245206|193.167.0.100|193.167.100.100|58|41636|443||||a5c1577ae7c7377b13116c11|9|||||||63
1970-01-01 00:00:00.277067|193.167.100.100|193.167.0.100|30|443|41636|||||30|||||||63
1970-01-01 00:00:00.277197|193.167.100.100|193.167.0.100|40|443|41636|||||7|||||||63
1970-01-01 00:00:00.277413|193.167.0.100|193.167.100.100|1374|41636|443||||a5c1577ae7c7377b13116c11|0,1|||||||63
1970-01-01 00:00:00.277512|193.167.100.100|193.167.0.100|290|443|41636|||||6|||||4||63
1970-01-01 00:00:00.277762|193.167.100.100|193.167.0.100|291|443|41636|||||6|||||4||63
1970-01-01 00:00:00.277823|193.167.100.100|193.167.0.100|54|443|41636|0x00000001|2|a5c1577ae7c7377b13116c11||2|58||3||||63
1970-01-01 00:00:00.277890|193.167.100.100|193.167.0.100|61|443|41636|||||24|||||||63
1970-01-01 00:00:00.278530|193.167.0.100|193.167.100.100|44|41636|443||||a5c1577ae7c7377b13116c11|2|14||0||||63
1970-01-01 00:00:00.278582|193.167.0.100|193.167.100.100|44|41636|443||||a5c1577ae7c7377b13116c11|2|8||2||||63
1970-01-01 00:00:00.278635|193.167.0.100|193.167.100.100|46|41636|443||||8596415ca3359e5ce71afaf3|2,25|8||4||||63
1970-01-01 00:00:00.278946|193.167.100.100|193.167.0.100|1057|443|41636|||||11|||||||63
1970-01-01 00:00:00.279279|193.167.0.100|193.167.100.100|42|41636|443||||8596415ca3359e5ce71afaf3|29|||||||63
1970-01-01 00:00:00.303545|193.167.100.100|193.167.0.100|35|443|41636|||||2|3209||0||||63
1970-01-01 00:00:00.303688|193.167.0.100,193.167.100.100|193.167.100.100,193.167.0.100|35|443|41636|||||2|3209||0||||63,62
1970-01-01 00:00:00.310048|193.167.100.100|193.167.0.100|34|443|41636|||||2|38||4||||63
1970-01-01 00:00:00.310138|193.167.100.100|193.167.0.100|61|443|41636|||||24|||||||63
1970-01-01 00:00:00.310180|193.167.0.100,193.167.100.100|193.167.100.100,193.167.0.100|34|443|41636|||||2|38||4||||63,62
1970-01-01 00:00:00.310247|193.167.0.100,193.167.100.100|193.167.100.100,193.167.0.100|61|443|41636|||||24|||||||63,62
1970-01-01 00:00:00.310496|193.167.100.100|193.167.0.100|33|443|41636|||||28|||||||63
1970-01-01 00:00:00.310592|193.167.0.100,193.167.100.100|193.167.100.100,193.167.0.100|33|443|41636|||||28|||||||63,62
